CHORD_ROOT,CHORD_TYPE,FINGER_POSITIONS,CHORD_STRUCTURE,DIFFICULTY
A,dim7,"x,0,x,x,3,1",1;b3;b5;bb7,intermediate
A,dim7,"x,2,3,1,4,x",1;b3;b5;bb7,advanced
A,dim7,"2,x,1,3,x,x",1;b3;b5;bb7,intermediate
A,dim7,"x,3,1,2,x,x",1;b3;b5;bb7,intermediate
A,dim7,"x,3,1,2,x,x",1;b3;b5;bb7,intermediate
A,dim7,"x,2,3,1,4,x",1;b3;b5;bb7,advanced
A,dim7,"2,x,1,3,x,x",1;b3;b5;bb7,intermediate
A,aug,"x,3,2,1,1,x",1;3;#5,advanced
A,aug,"4,3,2,1,x,x",1;3;#5,advanced
A,aug,"x,x,4,2,3,1",1;3;#5,advanced
A,aug,"x,0,4,2,3,1",1;3;#5,advanced
A,maj,"x,0,1,2,3,0",1;3;5,intermediate
A,maj,"1,3,4,2,1,1",1;3;5,intermediate
A,maj,"x,4,3,1,2,1",1;3;5,intermediate
A,maj,"0,3,x,1,4,0",1;3;5,intermediate
A,maj,"x,1,4,x,x,2",1;3;5,beginner
A,maj,"x,0,1,1,1,4",1;3;5,intermediate
A,maj,"x,0,3,2,1,0",1;3;5,intermediate
A,maj,"x,x,x,1,3,2",1;3;5,beginner
A,maj,"x,0,1,1,1,x",1;3;5,intermediate
A,maj,"x,x,x,2,1,0",1;3;5,beginner
A,maj,"x,0,3,2,1,1",1;3;5,intermediate
A,maj,"x,0,1,3,4,2",1;3;5,intermediate
A,maj,"x,3,1,1,1,x",1;3;5,intermediate
A,maj,"2,1,x,x,x,x",1;3;5,beginner
A,maj,"x,1,3,3,3,1",1;3;5,intermediate
A,maj,"x,x,3,1,2,x",1;3;5,beginner
A,maj,"x,3,4,2,1,1",1;3;5,intermediate
A,maj,"x,x,3,2,1,x",1;3;5,beginner
A,13(#11),"x,1,2,2,4,3",1;3;5;b7;9;#11;13,advanced
A,11,"x,0,0,0,0,0",1;3;5;b7;9;11,advanced
A,11,"x,0,3,2,1,1",1;3;5;b7;9;11,advanced
A,11,"x,0,1,1,2,1",1;3;5;b7;9;11,advanced
A,maj9,"x,0,2,1,0,0",1;3;5;7;9,advanced
A,maj9,"2,1,4,1,3,x",1;3;5;7;9,advanced
A,maj9,"x,2,1,4,3,0",1;3;5;7;9,advanced
A,maj9,"x,0,1,3,1,4",1;3;5;7;9,advanced
A,sus2,"x,0,2,3,0,0",1;2;5,intermediate
A,sus2,"0,0,1,4,0,0",1;2;5,intermediate
A,sus2,"x,0,1,3,4,1",1;2;5,intermediate
A,sus2,"x,0,2,3,0,x",1;2;5,intermediate
A,7(b13),"x,0,2,0,3,1",1;3;5;b7;b13,advanced
A,m11,"2,x,3,4,1,x",1;b3;5;b7;9;11,advanced
A,m11,"x,0,0,3,0,1",1;b3;5;b7;9;11,advanced
A,m11,"1,3,0,0,0,0",1;b3;5;b7;9;11,advanced
A,m11,"x,0,2,3,1,x",1;b3;5;b7;9;11,advanced
A,m11,"x,0,3,2,1,4",1;b3;5;b7;9;11,advanced
A,m11,"2,x,3,4,1,0",1;b3;5;b7;9;11,advanced
A,m11,"x,0,4,2,1,1",1;b3;5;b7;9;11,advanced
A,m11,"x,0,3,4,0,1",1;b3;5;b7;9;11,advanced
A,m11,"x,0,4,2,1,0",1;b3;5;b7;9;11,advanced
A,add9,"x,0,2,1,0,0",1;3;5;9,intermediate
A,add9,"x,0,1,4,2,0",1;3;5;9,intermediate
A,add9,"1,3,4,2,0,0",1;3;5;9,intermediate
A,add9,"x,x,3,2,1,4",1;3;5;9,intermediate
A,add9,"0,3,4,2,0,0",1;3;5;9,intermediate
A,add9,"x,2,3,1,0,0",1;3;5;9,intermediate
A,m7b5,"2,x,3,4,1,x",1;b3;b5;b7,advanced
A,m,"x,0,2,3,1,0",1;b3;5,intermediate
A,m,"1,3,4,1,1,1",1;b3;5,intermediate
A,m,"x,0,1,3,4,2",1;b3;5,intermediate
A,m,"x,0,3,1,1,1",1;b3;5,intermediate
A,m,"x,4,2,3,1,0",1;b3;5,intermediate
A,m,"x,x,3,1,1,1",1;b3;5,intermediate
A,m,"x,x,x,2,1,0",1;b3;5,beginner
A,m,"x,3,4,1,1,1",1;b3;5,intermediate
A,m,"x,x,3,1,x,x",1;b3;5,beginner
A,m,"x,x,x,1,1,1",1;b3;5,beginner
A,m,"x,0,x,2,1,0",1;b3;5,intermediate
A,m,"x,0,x,1,1,1",1;b3;5,intermediate
A,m,"x,0,1,3,x,2",1;b3;5,intermediate
A,m,"2,x,1,4,x,3",1;b3;5,intermediate
A,m,"x,0,3,2,4,x",1;b3;5,intermediate
A,m,"0,x,x,2,3,1",1;b3;5,intermediate
A,m,"1,x,3,1,1,x",1;b3;5,intermediate
A,m,"x,0,1,4,4,x",1;b3;5,intermediate
A,m,"x,x,x,2,1,0",1;b3;5,beginner
A,m,"x,4,2,1,x,x",1;b3;5,beginner
A,7b5,"x,0,1,0,2,x",1;3;b5;b7,advanced
A,7b5,"x,0,2,4,1,3",1;3;b5;b7,advanced
A,7b5,"x,0,1,2,3,4",1;3;b5;b7,advanced
A,9(#11),"2,x,3,1,1,x",1;3;5;b7;9;#11,advanced
A,m7,"x,0,2,0,1,0",1;b3;5;b7,advanced
A,m7,"1,3,1,1,4,1",1;b3;5;b7,advanced
A,m7,"x,0,1,4,2,3",1;b3;5;b7,advanced
A,m7,"1,3,1,1,1,1",1;b3;5;b7,advanced
A,m7,"x,0,2,3,1,4",1;b3;5;b7,advanced
A,m7,"2,x,3,3,x,x",1;b3;5;b7,intermediate
A,m7,"2,x,3,3,3,x",1;b3;5;b7,advanced
A,m7,"x,0,2,0,1,4",1;b3;5;b7,advanced
A,m7,"x,2,1,3,4,x",1;b3;5;b7,advanced
A,m7,"x,2,1,3,x,x",1;b3;5;b7,intermediate
A,m7,"x,0,x,0,1,x",1;b3;5;b7,intermediate
A,m7,"x,0,2,0,1,x",1;b3;5;b7,advanced
A,m7,"x,0,1,1,1,1",1;b3;5;b7,advanced
A,m7,"x,1,x,x,2,4",1;b3;5;b7,intermediate
A,m7,"3,x,2,0,1,0",1;b3;5;b7,advanced
A,m7,"x,0,3,3,x,x",1;b3;5;b7,intermediate
A,m7,"2,x,1,3,2,x",1;b3;5;b7,advanced
A,m7,"x,1,3,3,3,3",1;b3;5;b7,advanced
A,m7,"x,x,2,3,1,4",1;b3;5;b7,advanced
A,m7,"4,x,2,3,1,0",1;b3;5;b7,advanced
A,dim,"x,0,1,2,3,x",1;b3;b5,intermediate
A,dim,"x,0,4,3,1,2",1;b3;b5,intermediate
A,dim,"x,0,1,2,4,3",1;b3;b5,intermediate
A,dim,"x,0,1,3,x,x",1;b3;b5,beginner
A,6,"x,0,1,1,1,1",1;3;5;6,intermediate
A,6,"1,x,3,2,4,1",1;3;5;6,intermediate
A,6,"x,0,2,3,1,0",1;3;5;6,intermediate
A,6,"x,0,4,1,2,0",1;3;5;6,intermediate
A,6,"x,x,1,1,1,1",1;3;5;6,intermediate
A,6,"x,1,x,2,3,0",1;3;5;6,intermediate
A,6,"2,x,1,4,3,x",1;3;5;6,intermediate
A,6,"x,0,3,x,x,x",1;3;5;6,beginner
A,6,"x,x,3,2,4,0",1;3;5;6,intermediate
A,6,"x,x,x,1,1,1",1;3;5;6,beginner
A,6,"x,x,3,2,4,1",1;3;5;6,intermediate
A,6,"x,0,x,2,4,1",1;3;5;6,intermediate
A,6,"1,4,x,x,x,x",1;3;5;6,beginner
A,6,"0,0,1,1,1,1",1;3;5;6,intermediate
A,6,"x,x,x,2,4,1",1;3;5;6,beginner
A,7(#5),"x,0,3,0,2,1",1;3;#5;b7,advanced
A,7(#5),"1,x,1,2,3,1",1;3;#5;b7,advanced
A,7(#5),"x,1,2,1,1,x",1;3;#5;b7,advanced
A,7(#5),"1,x,2,3,4,x",1;3;#5;b7,advanced
A,7sus4,"x,0,1,0,3,0",1;4;5;b7,advanced
A,7sus4,"1,3,1,4,1,1",1;4;5;b7,advanced
A,7sus4,"x,0,1,1,2,4",1;4;5;b7,advanced
A,maj7,"x,0,2,1,3,0",1;3;5;7,advanced
A,maj7,"x,0,4,3,2,1",1;3;5;7,advanced
A,maj7,"x,4,3,1,1,1",1;3;5;7,advanced
A,maj7,"1,x,3,4,2,x",1;3;5;7,advanced
A,maj7,"x,3,4,1,2,0",1;3;5;7,advanced
A,maj7,"x,x,x,1,1,3",1;3;5;7,intermediate
A,5,"1,3,x,x,x,x",1;5,beginner
A,5,"x,1,1,x,x,x",1;5,beginner
A,5,"x,0,1,1,x,x",1;5,beginner
A,5,"x,0,1,x,x,x",1;5,beginner
A,5,"x,0,1,1,4,x",1;5,intermediate
A,5,"4,x,1,1,x,x",1;5,beginner
A,5,"x,1,3,x,x,x",1;5,beginner
A,5,"1,3,4,x,x,x",1;5,beginner
A,5,"x,0,1,3,4,x",1;5,intermediate
A,5,"x,x,1,3,x,x",1;5,beginner
A,5,"x,1,3,4,x,x",1;5,beginner
A,5,"x,x,1,3,4,x",1;5,beginner
A,5,"x,0,1,1,4,4",1;5,intermediate
A,5,"x,x,x,1,4,x",1;5,beginner
A,7(#11),"2,x,3,4,1,x",1;3;5;b7;#11,advanced
A,13(#9),"x,x,1,2,3,4",1;3;5;b7;#9;11;13,advanced
A,m6,"x,0,2,3,1,4",1;b3;5;6,advanced
A,m6,"1,x,3,1,4,1",1;b3;5;6,advanced
A,m6,"x,0,1,3,2,0",1;b3;5;6,advanced
A,m6,"2,x,1,3,3,3",1;b3;5;6,advanced
A,7(b9),"3,2,4,1,x,x",1;3;5;b7;b9,advanced
A,7(b9),"1,x,1,2,1,3",1;3;5;b7;b9,advanced
A,7(b9),"x,0,1,3,2,x",1;3;5;b7;b9,advanced
A,m9,"x,0,2,4,1,3",1;b3;5;b7;9,advanced
A,m9,"x,0,1,1,1,3",1;b3;5;b7;9,advanced
A,m9,"x,2,1,3,4,0",1;b3;5;b7;9,advanced
A,m9,"x,x,2,1,4,3",1;b3;5;b7;9,advanced
A,m9,"x,2,1,3,4,x",1;b3;5;b7;9,advanced
A,m9,"x,0,3,4,0,0",1;b3;5;b7;9,advanced
A,m9,"x,0,2,0,0,0",1;b3;5;b7;9,advanced
A,m9,"4,2,1,0,0,x",1;b3;5;b7;9,advanced
A,m9,"x,0,1,1,4,3",1;b3;5;b7;9,advanced
A,m9,"1,3,1,1,1,4",1;b3;5;b7;9,advanced
A,13(b9),"x,x,1,2,4,3",1;3;5;b7;b9;11;13,advanced
A,sus4,"x,0,1,1,2,0",1;4;5,intermediate
A,sus4,"x,0,3,4,1,1",1;4;5,intermediate
A,sus4,"x,0,1,2,3,4",1;4;5,intermediate
A,sus4,"x,0,1,1,2,x",1;4;5,intermediate
A,6-Sep,"x,0,3,1,0,0",1;3;5;6;9,advanced
A,6-Sep,"x,0,1,1,3,4",1;3;5;6;9,advanced
A,6-Sep,"x,0,2,1,3,4",1;3;5;6;9,advanced
B,13,"x,2,1,3,3,4",1;3;5;b7;9;11;13,advanced
B,13,"4,x,3,2,1,1",1;3;5;b7;9;11;13,advanced
B,13,"1,x,1,2,3,4",1;3;5;b7;9;11;13,advanced
B,13,"1,3,1,2,4,1",1;3;5;b7;9;11;13,advanced
B,13,"1,x,2,3,4,x",1;3;5;b7;9;11;13,advanced
B,13,"x,1,3,2,4,x",1;3;5;b7;9;11;13,advanced
B,13,"x,x,1,2,3,1",1;3;5;b7;9;11;13,advanced
B,13,"1,4,1,2,1,1",1;3;5;b7;9;11;13,advanced
B,7(#9),"x,2,1,3,4,x",1;3;5;b7;#9,advanced
B,7(#9),"2,1,3,3,3,x",1;3;5;b7;#9,advanced
B,7(#9),"1,3,1,2,1,4",1;3;5;b7;#9,advanced
B,7(#9),"x,1,x,2,3,x",1;3;5;b7;#9,advanced
B,9,"x,2,1,3,4,x",1;3;5;b7;9,advanced
B,9,"x,1,3,2,4,x",1;3;5;b7;9,advanced
B,9,"x,x,2,1,3,4",1;3;5;b7;9,advanced
B,9b5,"1,2,1,3,4,1",1;3;b5;b7;9,advanced
B,9b5,"2,1,3,1,1,4",1;3;b5;b7;9,advanced
B,9b5,"x,x,1,2,3,1",1;3;b5;b7;9,advanced
B,maj13,"x,1,1,1,2,1",1;3;5;7;9;11;13,advanced
B,maj13,"1,1,3,2,1,4",1;3;5;7;9;11;13,advanced
B,7,"x,2,1,3,0,4",1;3;5;b7,intermediate
B,7,"x,1,3,1,4,1",1;3;5;b7,intermediate
B,7,"1,3,1,2,4,1",1;3;5;b7,intermediate
B,7,"x,1,3,3,3,4",1;3;5;b7,intermediate
B,7,"1,3,1,2,1,1",1;3;5;b7,intermediate
B,7,"x,2,1,2,x,x",1;3;5;b7,beginner
B,7,"x,2,1,3,0,4",1;3;5;b7,intermediate
B,7,"x,3,2,4,1,x",1;3;5;b7,intermediate
B,7,"x,x,1,1,1,3",1;3;5;b7,intermediate
B,7,"1,x,2,4,3,x",1;3;5;b7,intermediate
B,7,"x,0,1,2,1,1",1;3;5;b7,intermediate
B,7,"x,2,1,3,0,x",1;3;5;b7,intermediate
B,7,"2,0,1,3,0,4",1;3;5;b7,intermediate
B,7,"2,x,1,3,x,x",1;3;5;b7,beginner
B,7,"x,2,1,3,x,4",1;3;5;b7,intermediate
B,7,"2,x,1,3,0,4",1;3;5;b7,intermediate
B,7,"x,0,1,1,1,3",1;3;5;b7,intermediate
B,7,"1,x,2,3,x,x",1;3;5;b7,beginner
B,dim7,"2,4,1,3,x,x",1;b3;b5;bb7,advanced
B,dim7,"x,2,3,1,4,x",1;b3;b5;bb7,advanced
B,dim7,"x,x,1,3,2,4",1;b3;b5;bb7,advanced
B,dim7,"x,2,3,1,4,x",1;b3;b5;bb7,advanced
B,dim7,"x,x,1,2,1,3",1;b3;b5;bb7,advanced
B,dim7,"2,x,1,3,1,x",1;b3;b5;bb7,advanced
B,dim7,"x,x,0,3,0,4",1;b3;b5;bb7,advanced
B,aug,"x,3,2,0,0,x",1;3;#5,advanced
B,aug,"4,3,2,0,x,x",1;3;#5,advanced
B,aug,"x,x,4,2,3,1",1;3;#5,advanced
B,maj,"x,1,3,3,3,x",1;3;5,intermediate
B,maj,"1,3,4,2,1,1",1;3;5,intermediate
B,maj,"x,x,1,2,4,3",1;3;5,intermediate
B,13(#11),"3,x,4,2,1,1",1;3;5;b7;9;#11;13,advanced
B,11,"x,1,1,1,1,1",1;3;5;b7;9;11,advanced
B,11,"3,x,4,2,1,1",1;3;5;b7;9;11,advanced
B,11,"x,x,1,1,2,1",1;3;5;b7;9;11,advanced
B,maj9,"x,2,1,4,3,x",1;3;5;7;9,advanced
B,maj9,"2,1,4,1,x,x",1;3;5;7;9,advanced
B,maj9,"x,x,4,1,2,1",1;3;5;7;9,advanced
B,m11,"2,x,3,4,1,x",1;b3;5;b7;9;11,advanced
B,m11,"x,2,0,3,4,0",1;b3;5;b7;9;11,advanced
B,m11,"x,x,4,3,1,x",1;b3;5;b7;9;11,advanced
B,m11,"x,0,3,4,2,0",1;b3;5;b7;9;11,advanced
B,m11,"x,1,x,3,4,0",1;b3;5;b7;9;11,advanced
B,m11,"1,x,0,3,4,0",1;b3;5;b7;9;11,advanced
B,m11,"2,x,3,4,0,0",1;b3;5;b7;9;11,advanced
B,m7b5,"x,2,0,3,4,1",1;b3;b5;b7,advanced
B,m7b5,"x,1,2,1,3,x",1;b3;b5;b7,advanced
B,m7b5,"2,x,3,4,1,x",1;b3;b5;b7,advanced
B,m7b5,"x,1,3,2,4,x",1;b3;b5;b7,advanced
B,m,"x,1,3,4,2,1",1;b3;5,intermediate
B,m,"1,3,4,1,1,1",1;b3;5,intermediate
B,m,"x,x,1,3,4,2",1;b3;5,intermediate
B,m,"x,x,3,4,2,1",1;b3;5,intermediate
B,m,"x,1,3,4,2,x",1;b3;5,intermediate
B,m,"x,x,3,2,4,1",1;b3;5,intermediate
B,m,"x,1,3,4,2,1",1;b3;5,intermediate
B,m,"x,3,4,1,1,1",1;b3;5,intermediate
B,m,"x,x,3,1,1,1",1;b3;5,intermediate
B,m,"x,x,x,3,2,1",1;b3;5,beginner
B,m,"2,x,0,3,x,x",1;b3;5,beginner
B,m,"x,1,0,x,x,x",1;b3;5,beginner
B,m,"1,x,3,1,1,x",1;b3;5,intermediate
B,7b5,"x,1,2,1,3,x",1;3;b5;b7,advanced
B,7b5,"x,x,2,4,1,3",1;3;b5;b7,advanced
B,7b5,"x,x,1,2,3,4",1;3;b5;b7,advanced
B,m7,"x,2,0,3,0,4",1;b3;5;b7,advanced
B,m7,"x,1,3,1,2,1",1;b3;5;b7,advanced
B,m7,"1,3,1,1,4,1",1;b3;5;b7,advanced
B,m7,"2,x,3,3,x,x",1;b3;5;b7,intermediate
B,m7,"1,3,1,1,1,1",1;b3;5;b7,advanced
B,m7,"2,x,3,3,3,x",1;b3;5;b7,advanced
B,m7,"x,2,0,3,4,x",1;b3;5;b7,advanced
B,m7,"x,2,x,3,4,x",1;b3;5;b7,intermediate
B,m7,"x,x,1,3,2,2",1;b3;5;b7,advanced
B,m7,"x,x,1,1,1,1",1;b3;5;b7,advanced
B,m7,"2,x,1,4,3,x",1;b3;5;b7,advanced
B,m7,"x,x,0,1,0,2",1;b3;5;b7,advanced
B,m7,"x,x,2,3,1,4",1;b3;5;b7,advanced
B,m7,"x,2,1,1,x,3",1;b3;5;b7,advanced
B,m7,"x,4,1,2,0,x",1;b3;5;b7,advanced
B,m7,"x,0,2,3,1,x",1;b3;5;b7,advanced
B,m(maj7),"x,1,3,4,2,x",1;b3;5;7,advanced
B,dim,"x,1,2,4,3,x",1;b3;b5,intermediate
B,dim,"x,x,4,3,1,2",1;b3;b5,intermediate
B,dim,"x,x,1,2,4,3",1;b3;b5,intermediate
B,dim,"x,x,x,3,2,1",1;b3;b5,beginner
B,dim,"x,4,2,1,x,x",1;b3;b5,beginner
B,6,"x,3,1,2,0,x",1;3;5;6,intermediate
B,6,"x,1,3,3,3,3",1;3;5;6,intermediate
B,6,"1,x,3,2,4,1",1;3;5;6,intermediate
B,6,"x,1,4,x,x,x",1;3;5;6,beginner
B,6,"x,x,1,1,1,1",1;3;5;6,intermediate
B,7(#5),"x,0,1,0,0,4",1;3;#5;b7,advanced
B,7(#5),"x,1,4,1,3,2",1;3;#5;b7,advanced
B,7(#5),"1,x,1,2,3,1",1;3;#5;b7,advanced
B,7sus4,"x,1,2,3,0,0",1;4;5;b7,advanced
B,7sus4,"x,1,3,1,4,1",1;4;5;b7,advanced
B,7sus4,"1,3,1,4,1,1",1;4;5;b7,advanced
B,maj7,"x,1,3,2,4,1",1;3;5;7,advanced
B,maj7,"1,4,2,3,1,x",1;3;5;7,advanced
B,maj7,"x,x,4,3,2,1",1;3;5;7,advanced
B,maj7,"x,1,3,2,4,x",1;3;5;7,advanced
B,maj7,"1,x,3,4,2,x",1;3;5;7,advanced
B,5,"1,3,x,x,x,x",1;5,beginner
B,5,"x,1,3,4,x,x",1;5,beginner
B,5,"x,1,3,x,x,x",1;5,beginner
B,5,"x,1,3,4,0,x",1;5,intermediate
B,5,"1,3,4,x,x,x",1;5,beginner
B,5,"1,1,3,x,x,x",1;5,beginner
B,5,"x,x,1,3,4,x",1;5,beginner
B,5,"x,x,x,1,4,x",1;5,beginner
B,7(#11),"2,x,3,4,1,x",1;3;5;b7;#11,advanced
B,m6,"x,2,0,1,0,3",1;b3;5;6,advanced
B,m6,"x,1,x,3,2,4",1;b3;5;6,advanced
B,m6,"1,x,3,1,4,1",1;b3;5;6,advanced
B,m6,"x,1,2,1,3,x",1;b3;5;6,advanced
B,7(b9),"x,2,1,3,1,x",1;3;5;b7;b9,advanced
B,7(b9),"3,2,4,1,x,x",1;3;5;b7;b9,advanced
B,7(b9),"1,x,1,2,1,3",1;3;5;b7;b9,advanced
B,7(b9),"x,2,1,3,1,4",1;3;5;b7;b9,advanced
B,7(b9),"1,x,2,3,x,4",1;3;5;b7;b9,advanced
B,7(b9),"x,2,3,1,4,x",1;3;5;b7;b9,advanced
B,m9,"x,1,0,2,3,x",1;b3;5;b7;9,advanced
B,m9,"3,1,4,2,x,x",1;b3;5;b7;9,advanced
B,m9,"1,3,1,1,1,4",1;b3;5;b7;9,advanced
B,sus4,"x,1,2,3,4,1",1;4;5,intermediate
B,sus4,"x,x,1,1,2,4",1;4;5,intermediate
B,sus4,"1,1,3,4,1,1",1;4;5,intermediate
B,sus4,"x,1,3,3,4,x",1;4;5,intermediate
B,sus4,"x,1,3,4,0,0",1;4;5,intermediate
B,6-Sep,"x,2,1,1,3,4",1;3;5;6;9,advanced
B,6-Sep,"2,1,1,1,3,4",1;3;5;6;9,advanced
B,6-Sep,"x,x,2,1,3,4",1;3;5;6;9,advanced
C,9(#5),"x,x,1,2,3,4",1;3;#5;b7;9,advanced
C,13,"x,2,1,3,3,4",1;3;5;b7;9;11;13,advanced
C,13,"3,x,4,2,1,1",1;3;5;b7;9;11;13,advanced
C,13,"1,x,1,2,3,4",1;3;5;b7;9;11;13,advanced
C,13,"1,x,2,3,4,x",1;3;5;b7;9;11;13,advanced
C,13,"1,3,1,2,4,1",1;3;5;b7;9;11;13,advanced
C,13,"x,x,1,2,2,4",1;3;5;b7;9;11;13,advanced
C,13,"x,1,x,1,1,4",1;3;5;b7;9;11;13,advanced
C,13,"1,x,1,2,3,1",1;3;5;b7;9;11;13,advanced
C,7(#9),"x,2,1,3,4,x",1;3;5;b7;#9,advanced
C,7(#9),"2,1,3,3,3,x",1;3;5;b7;#9,advanced
C,7(#9),"1,3,1,2,1,4",1;3;5;b7;#9,advanced
C,9,"x,2,1,3,4,x",1;3;5;b7;9,advanced
C,9,"x,1,3,2,4,x",1;3;5;b7;9,advanced
C,9,"x,x,2,1,3,4",1;3;5;b7;9,advanced
C,9,"x,2,1,3,3,3",1;3;5;b7;9,advanced
C,9,"x,2,1,3,3,3",1;3;5;b7;9,advanced
C,9,"x,x,1,3,2,1",1;3;5;b7;9,advanced
C,9,"2,x,1,3,3,3",1;3;5;b7;9,advanced
C,9,"2,1,3,1,4,x",1;3;5;b7;9,advanced
C,9,"x,x,2,1,4,3",1;3;5;b7;9,advanced
C,9b5,"1,2,1,3,4,1",1;3;b5;b7;9,advanced
C,9b5,"2,1,3,1,1,4",1;3;b5;b7;9,advanced
C,9b5,"x,x,1,2,3,1",1;3;b5;b7;9,advanced
C,maj13,"1,x,2,3,4,x",1;3;5;7;9;11;13,advanced
C,maj13,"1,x,2,3,4,4",1;3;5;7;9;11;13,advanced
C,maj13,"x,1,3,2,1,4",1;3;5;7;9;11;13,advanced
C,maj13,"x,1,4,2,1,x",1;3;5;7;9;11;13,advanced
C,maj13,"x,1,x,2,3,4",1;3;5;7;9;11;13,advanced
C,maj13,"1,1,3,2,1,4",1;3;5;7;9;11;13,advanced
C,7,"x,3,2,4,1,0",1;3;5;b7,intermediate
C,7,"x,1,3,1,4,1",1;3;5;b7,intermediate
C,7,"1,3,1,2,4,1",1;3;5;b7,intermediate
C,7,"x,x,1,1,1,3",1;3;5;b7,intermediate
C,7,"x,2,1,3,x,x",1;3;5;b7,beginner
C,7,"x,x,3,2,4,1",1;3;5;b7,intermediate
C,7,"1,3,1,2,1,1",1;3;5;b7,intermediate
C,7,"1,x,2,4,3,x",1;3;5;b7,intermediate
C,7,"x,x,1,3,2,4",1;3;5;b7,intermediate
C,7,"x,x,3,4,2,1",1;3;5;b7,intermediate
C,7,"x,2,1,3,x,4",1;3;5;b7,intermediate
C,7,"2,x,1,3,x,x",1;3;5;b7,beginner
C,7,"4,3,1,1,1,2",1;3;5;b7,intermediate
C,7,"x,3,2,4,1,x",1;3;5;b7,intermediate
C,7,"x,x,3,1,4,1",1;3;5;b7,intermediate
C,7,"x,x,2,3,1,4",1;3;5;b7,intermediate
C,7,"x,3,2,4,1,x",1;3;5;b7,intermediate
C,dim7,"2,4,1,3,x,x",1;b3;b5;bb7,advanced
C,dim7,"x,2,3,1,4,x",1;b3;b5;bb7,advanced
C,dim7,"x,x,1,3,2,4",1;b3;b5;bb7,advanced
C,dim7,"x,2,3,1,4,x",1;b3;b5;bb7,advanced
C,dim7,"x,x,1,3,2,4",1;b3;b5;bb7,advanced
C,dim7,"x,x,x,2,1,3",1;b3;b5;bb7,intermediate
C,dim7,"3,x,1,4,2,x",1;b3;b5;bb7,advanced
C,dim7,"3,x,1,4,2,x",1;b3;b5;bb7,advanced
C,dim7,"3,x,1,4,2,x",1;b3;b5;bb7,advanced
C,dim7,"x,x,1,3,2,4",1;b3;b5;bb7,advanced
C,dim7,"x,x,1,3,2,4",1;b3;b5;bb7,advanced
C,dim7,"x,2,3,1,4,x",1;b3;b5;bb7,advanced
C,dim7,"x,2,3,1,4,x",1;b3;b5;bb7,advanced
C,dim7,"3,x,1,4,2,x",1;b3;b5;bb7,advanced
C,dim7,"x,3,1,2,x,x",1;b3;b5;bb7,intermediate
C,dim7,"2,x,1,3,x,x",1;b3;b5;bb7,intermediate
C,aug,"x,3,2,1,1,x",1;3;#5,advanced
C,aug,"4,3,2,1,x,x",1;3;#5,advanced
C,aug,"x,x,4,2,3,1",1;3;#5,advanced
C,maj,"0,3,2,0,1,0",1;3;5,intermediate
C,maj,"x,1,3,3,3,x",1;3;5,intermediate
C,maj,"1,3,4,2,1,1",1;3;5,intermediate
C,maj,"x,3,2,0,1,0",1;3;5,intermediate
C,maj,"x,x,x,0,1,0",1;3;5,beginner
C,maj,"x,1,3,3,3,1",1;3;5,intermediate
C,maj,"x,1,2,3,4,0",1;3;5,intermediate
C,maj,"3,4,2,0,1,0",1;3;5,intermediate
C,maj,"2,x,x,3,x,x",1;3;5,beginner
C,maj,"x,3,2,0,1,x",1;3;5,intermediate
C,maj,"x,x,1,1,1,4",1;3;5,intermediate
C,maj,"x,x,x,3,4,1",1;3;5,beginner
C,maj,"x,x,1,1,1,x",1;3;5,beginner
C,maj,"x,2,1,x,x,x",1;3;5,beginner
C,maj,"x,x,3,2,1,1",1;3;5,intermediate
C,maj,"x,3,2,0,1,4",1;3;5,intermediate
C,maj,"x,1,x,0,4,x",1;3;5,beginner
C,maj,"3,x,2,0,1,0",1;3;5,intermediate
C,11,"x,1,1,1,1,1",1;3;5;b7;9;11,advanced
C,11,"3,x,4,2,1,1",1;3;5;b7;9;11,advanced
C,11,"x,x,1,1,2,1",1;3;5;b7;9;11,advanced
C,maj9,"x,2,1,4,3,x",1;3;5;7;9,advanced
C,maj9,"2,1,3,1,x,x",1;3;5;7;9,advanced
C,maj9,"x,x,4,1,2,1",1;3;5;7;9,advanced
C,maj9,"x,1,4,3,2,0",1;3;5;7;9,advanced
C,maj9,"x,1,0,3,2,0",1;3;5;7;9,advanced
C,maj9,"x,3,0,0,0,0",1;3;5;7;9,advanced
C,maj9,"x,x,1,3,2,2",1;3;5;7;9,advanced
C,maj9,"x,x,2,3,1,4",1;3;5;7;9,advanced
C,maj9,"x,2,0,0,1,0",1;3;5;7;9,advanced
C,maj9,"2,x,4,1,3,x",1;3;5;7;9,advanced
C,maj9,"x,x,2,1,4,3",1;3;5;7;9,advanced
C,sus2,"x,1,3,4,1,1",1;2;5,intermediate
C,sus2,"x,2,x,0,3,4",1;2;5,intermediate
C,sus2,"x,2,0,0,3,4",1;2;5,intermediate
C,m11,"2,x,3,4,1,x",1;b3;5;b7;9;11,advanced
C,m11,"x,2,1,3,4,1",1;b3;5;b7;9;11,advanced
C,m11,"2,x,3,4,1,1",1;b3;5;b7;9;11,advanced
C,m11,"x,2,1,3,4,1",1;b3;5;b7;9;11,advanced
C,m11,"x,1,1,1,2,1",1;b3;5;b7;9;11,advanced
C,m11,"x,1,1,1,1,1",1;b3;5;b7;9;11,advanced
C,m11,"x,x,3,4,1,x",1;b3;5;b7;9;11,advanced
